District,County,Subcounty,Parish,Pop_Male,Pop_Female,Pop_Ratio,Pop_Total
Isingiro,Isingiro,Oruchinga Refugee Camp,Kifunjo,236,269,87.7,505
Isingiro,Isingiro,Oruchinga Refugee Camp,Michinga,292,337,86.6,629
Isingiro,Isingiro,Oruchinga Refugee Camp,Rurongo,201,233,86.3,434
Isingiro,Isingiro,Ruborogota,Karama,2134,2061,103.5,4195
Isingiro,Isingiro,Ruborogota,Kyamusooni,2511,2927,85.8,5438
Isingiro,Isingiro,Ruborogota,Nshenyi,1246,1055,118.1,2301
Isingiro,Isingiro,Ruborogota,Ruborogota,1392,1448,96.1,2840
Isingiro,Isingiro,Ruborogota,Rwangunga,1345,1444,93.1,2789
Jinja,Butembe,Bugembe Town Council,Budumbuli East,3615,4268,84.7,7883
Jinja,Butembe,Bugembe Town Council,Budumbuli West,5143,5305,96.9,10448
Jinja,Butembe,Bugembe Town Council,Katende,4090,4689,87.2,8779
Jinja,Butembe,Bugembe Town Council,Nakanyonyi,3130,3631,86.2,6761
Jinja,Butembe,Bugembe Town Council,Wanyama,3773,4063,92.9,7836
Jinja,Butembe,Busedde,Bugobya,3658,3793,96.4,7451
Jinja,Butembe,Busedde,Itakaibolu,3388,3585,94.5,6973
Jinja,Butembe,Busedde,Kisasi,4270,4460,95.7,8730
Jinja,Butembe,Busedde,Nabitambala,3833,3983,96.2,7816
Jinja,Butembe,Busedde,Nalinaibi,2872,2875,99.9,5747
Jinja,Butembe,Kakira Town Council,Chico,1206,699,172.5,1905
Jinja,Butembe,Kakira Town Council,Kabyaza,2299,1807,127.2,4106
Jinja,Butembe,Kakira Town Council,Kakira,1711,1242,137.8,2953
Jinja,Butembe,Kakira Town Council,Karongo,2137,1311,163,3448
Jinja,Butembe,Kakira Town Council,Mawoito,2669,2552,104.6,5221
Jinja,Butembe,Kakira Town Council,Mwiri,1736,1800,96.4,3536
Jinja,Butembe,Kakira Town Council,Polota,3053,3162,96.6,6215
Jinja,Butembe,Kakira Town Council,Wairaka,2642,2667,99.1,5309
Jinja,Butembe,Mafubira,Buwekula,3848,4162,92.5,8010
Jinja,Butembe,Mafubira,Buwenda,5653,6083,92.9,11736
Jinja,Butembe,Mafubira,Mafubira,10859,11914,91.1,22773
Jinja,Butembe,Mafubira,Namulesa,7532,8514,88.5,16046
Jinja,Butembe,Mafubira,Wanyange,9731,10375,93.8,20106
Jinja,Jinja Municipality,Central Division,Central East,2692,2864,94,5556
Jinja,Jinja Municipality,Central Division,Central West,1312,1779,73.7,3091
Jinja,Jinja Municipality,Central Division,Magwa,2908,3156,92.1,6064
Jinja,Jinja Municipality,Central Division,Old Boma,4256,2500,170.2,6756
Jinja,Jinja Municipality,Masese Walukuba,Masese,8821,9210,95.8,18031
Jinja,Jinja Municipality,Masese Walukuba,Walukuba East,2716,3233,84,5949
Jinja,Jinja Municipality,Masese Walukuba,Walukuba West,3573,3552,100.6,7125
Jinja,Jinja Municipality,Mpumudde Division,Kimaka,2457,2397,102.5,4854
Jinja,Jinja Municipality,Mpumudde Division,Mpumudde,1607,1735,92.6,3342
Jinja,Jinja Municipality,Mpumudde Division,Nalufenya,1398,1415,98.8,2813
Jinja,Jinja Municipality,Mpumudde Division,Rubaga,6427,6180,104,12607
Jinja,Kagoma,Budondo,Buwagi,5998,6442,93.1,12440
Jinja,Kagoma,Budondo,Ivunamba,4417,4681,94.4,9098
Jinja,Kagoma,Budondo,Kibibi,4349,4553,95.5,8902
Jinja,Kagoma,Budondo,Namizi,5477,5859,93.5,11336
Jinja,Kagoma,Budondo,Nawangoma,4311,4421,97.5,8732
Jinja,Kagoma,Butagaya,Budima,3837,4236,90.6,8073
Jinja,Kagoma,Butagaya,Lubani,3422,3625,94.4,7047
Jinja,Kagoma,Butagaya,Nakakulwe,5017,5367,93.5,10384
Jinja,Kagoma,Butagaya,Namagera,5354,5699,93.9,11053
Jinja,Kagoma,Butagaya,Nawampanda,4091,4408,92.8,8499
Jinja,Kagoma,Butagaya,Wansimba,4117,4373,94.1,8490
Jinja,Kagoma,Buwenge Town Council,Buwenge East,1376,1507,91.3,2883
Jinja,Kagoma,Buwenge Town Council,Buwenge North,2568,2885,89,5453
Jinja,Kagoma,Buwenge Town Council,Buwenge South,3976,4561,87.2,8537
Jinja,Kagoma,Buwenge Town Council,Buwenge West,2449,2804,87.3,5253
Jinja,Kagoma,Buwenge,Buweera,3247,3538,91.8,6785
Jinja,Kagoma,Buwenge,Kagoma,6989,7539,92.7,14528
Jinja,Kagoma,Buwenge,Kaiira,3545,3763,94.2,7308
Jinja,Kagoma,Buwenge,Kitanaba,2984,3114,95.8,6098
Jinja,Kagoma,Buwenge,Magamaga,5648,6249,90.4,11897
Jinja,Kagoma,Buyengo,Bulugo,3023,3203,94.4,6226
Jinja,Kagoma,Buyengo,Butamira,3370,3379,99.7,6749
Jinja,Kagoma,Buyengo,Buwabuzi,4444,4427,100.4,8871
Jinja,Kagoma,Buyengo,Iziru,5165,5459,94.6,10624
Kaabong,Dodoth,Kaabong East,Kalongor,623,734,84.9,1357
Kaabong,Dodoth,Kaabong East,Lokolia,1305,1583,82.4,2888
Kaabong,Dodoth,Kaabong East,Losogolo,950,1194,79.6,2144
Kaabong,Dodoth,Kaabong East,Morulem,1369,1735,78.9,3104
Kaabong,Dodoth,Kaabong Town Council,Biafra,712,801,88.9,1513
Kaabong,Dodoth,Kaabong Town Council,Campswahili,1041,1145,90.9,2186
Kaabong,Dodoth,Kaabong Town Council,Central,863,966,89.3,1829
Kaabong,Dodoth,Kaabong Town Council,Kapilan Bar East,709,729,97.3,1438
Kaabong,Dodoth,Kaabong Town Council,Kapilan Bar West,606,623,97.3,1229
Kaabong,Dodoth,Kaabong Town Council,Komuria East,565,626,90.3,1191
Kaabong,Dodoth,Kaabong Town Council,Komuria West,619,682,90.8,1301
Kaabong,Dodoth,Kaabong Town Council,Loputuk,169,157,107.6,326
Kaabong,Dodoth,Kaabong Town Council,Pajar,278,268,103.7,546
Kaabong,Dodoth,Kaabong West,Kaabong,1035,1197,86.5,2232
Kaabong,Dodoth,Kaabong West,Lobongia,1731,2022,85.6,3753
Kaabong,Dodoth,Kaabong West,Lokerui,1258,1471,85.5,2729
Kaabong,Dodoth,Kaabong West,Lomeris,947,1209,78.3,2156
Kaabong,Dodoth,Kaabong West,Lomoruitae,1071,1269,84.4,2340
Kaabong,Dodoth,Kalapata,Kachemchem,883,824,107.2,1707
Kaabong,Dodoth,Kalapata,Kakutatom,736,977,75.3,1713
Kaabong,Dodoth,Kalapata,Kalapata,2299,2143,107.3,4442
Kaabong,Dodoth,Kalapata,Kaloboki,1168,1521,76.8,2689
Kaabong,Dodoth,Kalapata,Kosui,1098,1397,78.6,2495
Kaabong,Dodoth,Kalapata,Kurao,842,1193,70.6,2035
Kaabong,Dodoth,Kalapata,Lotim,974,1244,78.3,2218
Kaabong,Dodoth,Kalapata,Meus,803,1000,80.3,1803
Kaabong,Dodoth,Kalapata,Moroto,1268,1658,76.5,2926
Kaabong,Dodoth,Kalapata,Morukori,1182,1506,78.5,2688
Kaabong,Dodoth,Kamion,Kamion,557,587,94.9,1144
Kaabong,Dodoth,Kamion,Lokwakaramoe,500,523,95.6,1023
Kaabong,Dodoth,Kamion,Morungole,1057,1057,100,2114
Kaabong,Dodoth,Kamion,Timu,904,952,95,1856
Kaabong,Dodoth,Kapedo,Kapedo,2301,2454,93.8,4755
Kaabong,Dodoth,Kapedo,Kocholo,340,346,98.3,686
Kaabong,Dodoth,Kapedo,Komolicher,1611,1754,91.8,3365
Kaabong,Dodoth,Kapedo,Kumet,545,569,95.8,1114
Kaabong,Dodoth,Kapedo,Lokial,661,719,91.9,1380
Kaabong,Dodoth,Kapedo,Nakitiemiet,501,531,94.4,1032
Kaabong,Dodoth,Kapedo,Sangar,1096,1171,93.6,2267
Kaabong,Dodoth,Kathile,Kamacharikol,686,727,94.4,1413
Kaabong,Dodoth,Kathile,Kathile,1738,1940,89.6,3678
Kaabong,Dodoth,Kathile,Lemugete,772,952,81.1,1724
Kaabong,Dodoth,Kathile,Lois,852,1049,81.2,1901
Kaabong,Dodoth,Kathile,Nachukul,781,916,85.3,1697
Kaabong,Dodoth,Kathile,Narengepak,1482,1715,86.4,3197
Kaabong,Dodoth,Kathile,Nariamaoi,1481,1670,88.7,3151
Kaabong,Dodoth,Kathile,Narube,1179,1356,86.9,2535
Kaabong,Dodoth,Kathile,Teregu,594,683,87,1277
Kaabong,Dodoth,Kawalakol,Kawalakol,1058,1011,104.6,2069
Kaabong,Dodoth,Kawalakol,Kokoro,1018,1047,97.2,2065
Kaabong,Dodoth,Kawalakol,Lomanok,1012,1025,98.7,2037
Kaabong,Dodoth,Kawalakol,Lomej,947,1077,87.9,2024
Kaabong,Dodoth,Kawalakol,Naoyagum,1651,1794,92,3445
Kaabong,Dodoth,Kawalakol,Naseperwae,1232,1281,96.2,2513
Kaabong,Dodoth,Lobalangit,Kakwanga,375,374,100.3,749
Kaabong,Dodoth,Lobalangit,Lobalangit,961,996,96.5,1957
Kaabong,Dodoth,Lobalangit,Nakelio,821,834,98.4,1655
Kaabong,Dodoth,Lobalangit,Pire,801,863,92.8,1664
Kaabong,Dodoth,Lobalangit,Sarachom,794,845,94,1639
Kaabong,Dodoth,Lodiko,Kajiir,504,640,78.8,1144
Kaabong,Dodoth,Lodiko,Kangios,386,488,79.1,874
Kaabong,Dodoth,Lodiko,Kotome,1141,1485,76.8,2626
Kaabong,Dodoth,Lodiko,Lopedo,213,218,97.7,431
Kaabong,Dodoth,Lodiko,Sakatan,582,705,82.6,1287
Kaabong,Dodoth,Lolelia,Kaimese,641,735,87.2,1376
Kaabong,Dodoth,Lolelia,Lolelia,1463,1345,108.8,2808
Kaabong,Dodoth,Lolelia,Loteteleit,958,1097,87.3,2055
Kaabong,Dodoth,Lolelia,Narogos,776,949,81.8,1725
Kaabong,Dodoth,Loyoro,Lokanayona,781,822,95,1603
Kaabong,Dodoth,Loyoro,Lomeruma,499,413,120.8,912
Kaabong,Dodoth,Loyoro,Toroi,530,619,85.6,1149
Kaabong,Dodoth,Napore Karenga,Kangole,1089,1219,89.3,2308
Kaabong,Dodoth,Napore Karenga,Karenga,1508,1636,92.2,3144
Kaabong,Dodoth,Napore Karenga,Lokori,904,1013,89.2,1917
Kaabong,Dodoth,Napore Karenga,Loyoro,1352,1363,99.2,2715
Kaabong,Dodoth,Napore Karenga,Nakitoit,794,830,95.7,1624
Kaabong,Dodoth,Napore Karenga,Opotipot,1610,1499,107.4,3109
Kaabong,Dodoth,Sidok,Kakamar,1320,1444,91.4,2764
Kaabong,Dodoth,Sidok,Kasimeri,959,1086,88.3,2045
Kaabong,Dodoth,Sidok,Locherep,460,521,88.3,981
Kaabong,Dodoth,Sidok,Longaro,1155,1067,108.2,2222
Kaabong,Dodoth,Sidok,Morunyang,2170,2786,77.9,4956
Kabale,Kabale Municipality,Central Division,Butobere,1469,1363,107.8,2832
Kabale,Kabale Municipality,Central Division,Central,2024,2489,81.3,4513
Kabale,Kabale Municipality,Central Division,Nyabikoni,2383,2658,89.7,5041
Kabale,Kabale Municipality,Central Division,Nyakahita,1786,1718,104,3504
Kabale,Kabale Municipality,Northern Division,Kijuguta,2007,2155,93.1,4162
Kabale,Kabale Municipality,Northern Division,Lower Bugongi,1463,1616,90.5,3079
Kabale,Kabale Municipality,Northern Division,Rutooma,855,909,94.1,1764
Kabale,Kabale Municipality,Northern Division,Upper Bugongi,1712,1769,96.8,3481
Kabale,Kabale Municipality,Southern Division,Karubanda,2447,2852,85.8,5299
Kabale,Kabale Municipality,Southern Division,Kirigime,2926,3008,97.3,5934
Kabale,Kabale Municipality,Southern Division,Mwanjari,3458,2960,116.8,6418
Kabale,Kabale Municipality,Southern Division,Rushaki,1528,1631,93.7,3159
Kabale,Ndorwa,Buhara,Bugarama,1427,1508,94.6,2935
Kabale,Ndorwa,Buhara,Buhara,1814,2005,90.5,3819
Kabale,Ndorwa,Buhara,Kafunjo,2204,2455,89.8,4659
Kabale,Ndorwa,Buhara,Kitanga,1196,1315,91,2511
Kabale,Ndorwa,Buhara,Muyebe,1561,1894,82.4,3455
Kabale,Ndorwa,Buhara,Ntarabana,1354,1470,92.1,2824
Kabale,Ndorwa,Buhara,Rwene,2545,2951,86.2,5496
Kabale,Ndorwa,Butanda,Bigaaga,2514,2903,86.6,5417
Kabale,Ndorwa,Butanda,Butanda,2301,2678,85.9,4979
Kabale,Ndorwa,Butanda,Kahungye,1628,1912,85.1,3540
Kabale,Ndorwa,Butanda,Nyamiryango,1906,2289,83.3,4195
Kabale,Ndorwa,Kaharo,Bugarama,1680,1770,94.9,3450
Kabale,Ndorwa,Kaharo,Burambira,1061,1185,89.5,2246
Kabale,Ndorwa,Kaharo,Kaharo,1781,1942,91.7,3723
Kabale,Ndorwa,Kaharo,Katenga,1551,1547,100.3,3098
Kabale,Ndorwa,Kaharo,Kitohwa,1554,1622,95.8,3176
Kabale,Ndorwa,Kaharo,Nyakasharara,1773,1934,91.7,3707
Kabale,Ndorwa,Kamuganguzi,Buranga,1278,1353,94.5,2631
Kabale,Ndorwa,Kamuganguzi,Kasheregyenyi,1453,1696,85.7,3149
Kabale,Ndorwa,Kamuganguzi,Katenga,2101,2527,83.1,4628
Kabale,Ndorwa,Kamuganguzi,Kicumbi,1794,1995,89.9,3789
Kabale,Ndorwa,Kamuganguzi,Kisaasa,864,1010,85.5,1874
Kabale,Ndorwa,Kamuganguzi,Kyasano,960,1123,85.5,2083
Kabale,Ndorwa,Kamuganguzi,Mayengo,1225,1311,93.4,2536
Kabale,Ndorwa,Katuna Town Council,Kacerere,846,1028,82.3,1874
Kabale,Ndorwa,Katuna Town Council,Kiniogo,1615,1440,112.2,3055
Kabale,Ndorwa,Katuna Town Council,Kyonyo,664,698,95.1,1362
Kabale,Ndorwa,Katuna Town Council,Mukarangye,1279,1438,88.9,2717
Kabale,Ndorwa,Katuna Town Council,Nyinamuronzi,488,572,85.3,1060
Kabale,Ndorwa,Kitumba,Bukoora,2734,2943,92.9,5677
Kabale,Ndorwa,Kitumba,Bushuro,2205,2256,97.7,4461
Kabale,Ndorwa,Kitumba,Bwama Islands,39,26,150,65
Kabale,Ndorwa,Kitumba,Kitumba,1217,1385,87.9,2602
Kabale,Ndorwa,Kitumba,Mwendo,2932,3195,91.8,6127
Kabale,Ndorwa,Kyanamira,Kanjobe,1041,1222,85.2,2263
Kabale,Ndorwa,Kyanamira,Katookye,1117,1207,92.5,2324
Kabale,Ndorwa,Kyanamira,Kigata,1870,2141,87.3,4011
Kabale,Ndorwa,Kyanamira,Kyanamira,1545,1604,96.3,3149
Kabale,Ndorwa,Kyanamira,Muyumbu,1238,1353,91.5,2591
Kabale,Ndorwa,Kyanamira,Nyabushabi,1770,2039,86.8,3809
Kabale,Ndorwa,Kyanamira,Nyakagyera,876,908,96.5,1784
Kabale,Ndorwa,Maziba,Birambo,1918,2074,92.5,3992
Kabale,Ndorwa,Maziba,Kahondo,1716,1850,92.8,3566
Kabale,Ndorwa,Maziba,Karweru,1216,1227,99.1,2443
Kabale,Ndorwa,Maziba,Kavu,2070,2295,90.2,4365
Kabale,Ndorwa,Maziba,Nyanja,1970,1920,102.6,3890
Kabale,Ndorwa,Maziba,Rugarama,1303,1513,86.1,2816
Kabale,Ndorwa,Rubaya,Buramba,1605,1902,84.4,3507
Kabale,Ndorwa,Rubaya,Karujanga,2030,2412,84.2,4442
Kabale,Ndorwa,Rubaya,Kibuga,1976,2221,89,4197
Kabale,Ndorwa,Rubaya,Kitooma,1662,1938,85.8,3600
Kabale,Ndorwa,Rubaya,Rwanyena,2141,2415,88.7,4556
Kabale,Ndorwa,Ryakirimira Town Council,Buramba,400,454,88.1,854
Kabale,Ndorwa,Ryakirimira Town Council,Mugandu,1936,2183,88.7,4119
Kabale,Ndorwa,Ryakirimira Town Council,Rwanyena,1041,1184,87.9,2225
Kabarole,Burahya,Bukuuku,Kazingo,2422,2473,97.9,4895
Kabarole,Burahya,Bukuuku,Kiguma,1549,1615,95.9,3164
Kabarole,Burahya,Bukuuku,Nyakitojo,1499,1468,102.1,2967
Kabarole,Burahya,Busoro,Busoro,3538,3541,99.9,7079
Kabarole,Burahya,Busoro,Ibaale,877,824,106.4,1701
Kabarole,Burahya,Busoro,Kaswa,3051,2625,116.2,5676
Kabarole,Burahya,Busoro,Rwengaju,5764,5764,100,11528
Kabarole,Burahya,Hakibaale,Kabende,5627,5630,99.9,11257
Kabarole,Burahya,Hakibaale,Kahangi,3546,3241,109.4,6787
Kabarole,Burahya,Hakibaale,Kibasi,3913,3775,103.7,7688
Kabarole,Burahya,Hakibaale,Kiburara,3065,2908,105.4,5973
Kabarole,Burahya,Hakibaale,Kituule,2396,2274,105.4,4670
Kabarole,Burahya,Karago Town Council,Ibonde,1403,1415,99.2,2818
Kabarole,Burahya,Karago Town Council,Karago,1540,1569,98.2,3109
Kabarole,Burahya,Karago Town Council,Kitarasa,1931,1885,102.4,3816
Kabarole,Burahya,Karambi,Butebe,5019,5410,92.8,10429
Kabarole,Burahya,Karambi,Gweri,1702,1660,102.5,3362
Kabarole,Burahya,Karambi,Karambi,4106,4214,97.4,8320
Kabarole,Burahya,Karambi,Rubingo,1962,1911,102.7,3873
Kabarole,Burahya,Karangura,Kamabale,1635,1667,98.1,3302
Kabarole,Burahya,Karangura,Kibwa,1817,1828,99.4,3645
Kabarole,Burahya,Karangura,Nyakitokoli,2729,2664,102.4,5393
Kabarole,Burahya,Kasenda,Isunga,3012,3065,98.3,6077
Kabarole,Burahya,Kasenda,Kabata,1568,1617,97,3185
Kabarole,Burahya,Kasenda,Kasenda,2201,2285,96.3,4486
Kabarole,Burahya,Kasenda,Nyabweya,3460,3786,91.4,7246
Kabarole,Burahya,Kasenda,Rwankenzi,1450,1646,88.1,3096
Kabarole,Burahya,Kicwamba,Bwanika,5988,5887,101.7,11875
Kabarole,Burahya,Kicwamba,Kihondo,4676,4712,99.2,9388
Kabarole,Burahya,Kicwamba,Nyantabooma,7059,6789,104,13848
Kabarole,Burahya,Kijura Town Council,Kahuna,1391,1190,116.9,2581
Kabarole,Burahya,Kijura Town Council,Kaisagara,1261,1169,107.9,2430
Kabarole,Burahya,Kijura Town Council,Kijura,1195,1031,115.9,2226
Kabarole,Burahya,Kijura Town Council,Kyererezi,1827,1668,109.5,3495
Kabarole,Burahya,Kiko Town Council,Kasiisi,2012,1914,105.1,3926
Kabarole,Burahya,Kiko Town Council,Kiko,1657,1668,99.3,3325
Kabarole,Burahya,Kiko Town Council,Kyanyawara,1555,1571,99,3126
Kabarole,Burahya,Kiko Town Council,Nyabubaale,869,775,112.1,1644
Kabarole,Burahya,Mugusu Town Council,Burungu,914,902,101.3,1816
Kabarole,Burahya,Mugusu Town Council,Butinda,1083,1153,93.9,2236
Kabarole,Burahya,Mugusu Town Council,Kibedi,1359,1338,101.6,2697
Kabarole,Burahya,Mugusu Town Council,Kiboha,1074,1065,100.8,2139
Kabarole,Burahya,Mugusu Town Council,Kiseru,727,700,103.9,1427
Kabarole,Burahya,Mugusu,Kiraaro,3980,3868,102.9,7848
Kabarole,Burahya,Mugusu,Nyabuswa,2753,2786,98.8,5539
Kabarole,Burahya,Ruteete,Kyamukoka,2996,3128,95.8,6124
Kabarole,Burahya,Ruteete,Rutoma,2990,2869,104.2,5859
Kabarole,Burahya,Ruteete,Rwaihamba,3038,3074,98.8,6112
Kabarole,Fort Portal Municipality,Eastern Division,Bukwali,2025,2074,97.6,4099
Kabarole,Fort Portal Municipality,Eastern Division,Kitumba,2588,2786,92.9,5374
Kabarole,Fort Portal Municipality,Eastern Division,Njara,2272,2567,88.5,4839
Kabarole,Fort Portal Municipality,Eastern Division,Nyakagongo,2172,2040,106.5,4212
Kabarole,Fort Portal Municipality,Southern Division,Bazaar,3928,4135,95,8063
Kabarole,Fort Portal Municipality,Southern Division,Kasusu,2004,2213,90.6,4217
Kabarole,Fort Portal Municipality,Southern Division,Kijanju,1899,2448,77.6,4347
Kabarole,Fort Portal Municipality,Western Division,Kagote,1785,1966,90.8,3751
Kabarole,Fort Portal Municipality,Western Division,Kibimba,3017,1866,161.7,4883
Kabarole,Fort Portal Municipality,Western Division,Nyabukara,1816,1851,98.1,3667
Kabarole,Fort Portal Municipality,Western Division,Rwengoma,2923,3411,85.7,6334
Kaberamaido,Kaberamaido,Alwa,Abalang,4139,4298,96.3,8437
Kaberamaido,Kaberamaido,Alwa,Oriamo,3522,3675,95.8,7197
Kaberamaido,Kaberamaido,Alwa,Palatau,3767,3931,95.8,7698
Kaberamaido,Kaberamaido,Aperkira,Abirabira,1245,1213,102.6,2458
Kaberamaido,Kaberamaido,Aperkira,Aperkira,2323,2372,97.9,4695
Kaberamaido,Kaberamaido,Aperkira,Okapel,1212,1273,95.2,2485
Kaberamaido,Kaberamaido,Aperkira,Olelai,2328,2332,99.8,4660
Kaberamaido,Kaberamaido,Kaberamaido Town Council,Alem,247,262,94.3,509
Kaberamaido,Kaberamaido,Kaberamaido Town Council,Ararak,593,600,98.8,1193
Kaberamaido,Kaberamaido,Kaberamaido Town Council,Majengo,1066,1264,84.3,2330
Kaberamaido,Kaberamaido,Kaberamaido,Acanpi,3416,3411,100.1,6827
Kaberamaido,Kaberamaido,Kaberamaido,Kaberamaido,2519,2640,95.4,5159
Kaberamaido,Kaberamaido,Kaberamaido,Kamuk,2807,2923,96,5730
Kaberamaido,Kaberamaido,Kobulubulu,Kabalkweru,3224,3315,97.3,6539
Kaberamaido,Kaberamaido,Kobulubulu,Katinge,2058,2146,95.9,4204
Kaberamaido,Kaberamaido,Kobulubulu,Ogerai,2460,2311,106.4,4771
Kaberamaido,Kaberamaido,Kobulubulu,Okille,2043,2101,97.2,4144
Kaberamaido,Kaberamaido,Ochero,Kagaa,3625,3812,95.1,7437
Kaberamaido,Kaberamaido,Ochero,Kanyalam,3399,3438,98.9,6837
Kaberamaido,Kaberamaido,Ochero,Swagere,5870,5972,98.3,11842
Kaberamaido,Kalaki,Anyara,Anyara,4120,4322,95.3,8442
Kaberamaido,Kalaki,Anyara,Ogwolo,4314,4437,97.2,8751
Kaberamaido,Kalaki,Anyara,Omid,2361,2417,97.7,4778
Kaberamaido,Kalaki,Apapai,Apapai,2190,2193,99.9,4383
Kaberamaido,Kalaki,Apapai,Kamidakan,1426,1501,95,2927
Kaberamaido,Kalaki,Apapai,Ousia,1878,2036,92.2,3914
Kaberamaido,Kalaki,Bululu,Kibimo,2565,2495,102.8,5060
Kaberamaido,Kalaki,Bululu,Obur,3522,3485,101.1,7007
Kaberamaido,Kalaki,Bululu,Ocerakul,4580,4743,96.6,9323
Kaberamaido,Kalaki,Kakure,Kakure,2288,2347,97.5,4635
Kaberamaido,Kalaki,Kakure,Opungure,1923,2064,93.2,3987
Kaberamaido,Kalaki,Kakure,Oyomai,1958,2031,96.4,3989
Kaberamaido,Kalaki,Kalaki,Kadinya,2055,2019,101.8,4074
Kaberamaido,Kalaki,Kalaki,Kakere,1815,1951,93,3766
Kaberamaido,Kalaki,Kalaki,Kalaki,2427,2439,99.5,4866
Kaberamaido,Kalaki,Kalaki,Kamuda,2019,2000,101,4019
Kaberamaido,Kalaki,Otuboi,Amoru,1652,1790,92.3,3442
Kaberamaido,Kalaki,Otuboi,Kadie,2271,2392,94.9,4663
Kaberamaido,Kalaki,Otuboi,Lwala,4358,4591,94.9,8949
Kaberamaido,Kalaki,Otuboi,Opilitok,4457,4442,100.3,8899
Kagadi,Buyaga,Burora,Burora,2093,2261,92.6,4354
Kagadi,Buyaga,Burora,Kayembe,1484,1544,96.1,3028
Kagadi,Buyaga,Burora,Nyamigisa,1164,1261,92.3,2425
Kagadi,Buyaga,Burora,Nyamukaikuru,1612,1696,95,3308
Kagadi,Buyaga,Bwikara,Kisuura,6625,6860,96.6,13485
Kagadi,Buyaga,Bwikara,Mairirwe,4408,4596,95.9,9004
Kagadi,Buyaga,Bwikara,Nyakarongo,5792,6015,96.3,11807
Kagadi,Buyaga,Bwikara,Nyamasa,3703,3634,101.9,7337
Kagadi,Buyaga,Kabamba,Kabamba,2089,2168,96.4,4257
Kagadi,Buyaga,Kabamba,Kiryanjagi,2094,2255,92.9,4349
Kagadi,Buyaga,Kabamba,Nyakasozi,1885,1871,100.7,3756
Kagadi,Buyaga,Kabamba,Rusekere,2362,2460,96,4822
Kagadi,Buyaga,Kagadi Town Council,Central,3279,3843,85.3,7122
Kagadi,Buyaga,Kagadi Town Council,Kibanga,1449,1600,90.6,3049
Kagadi,Buyaga,Kagadi Town Council,Kiraba,1904,2000,95.2,3904
Kagadi,Buyaga,Kagadi Town Council,Kitegwa,1220,1298,94,2518
Kagadi,Buyaga,Kagadi Town Council,Kyomukama,1690,1736,97.4,3426
Kagadi,Buyaga,Kagadi Town Council,Mambugu,1344,1531,87.8,2875
Kagadi,Buyaga,Kagadi,Bukungwe,1228,1263,97.2,2491
Kagadi,Buyaga,Kagadi,Busirabo,1514,1597,94.8,3111
Kagadi,Buyaga,Kagadi,Kanyangoma,1625,1574,103.2,3199
Kagadi,Buyaga,Kagadi,Kenga,1019,1010,100.9,2029
Kagadi,Buyaga,Kagadi,Kihayura,1118,1127,99.2,2245
Kagadi,Buyaga,Kiryanga,Kicucuura,2448,2401,102,4849
Kagadi,Buyaga,Kiryanga,Kikonda,2596,2527,102.7,5123
Kagadi,Buyaga,Kiryanga,Kiryanga,2948,2979,99,5927
Kagadi,Buyaga,Kiryanga,Kitooro,4178,4227,98.8,8405
Kagadi,Buyaga,Kyakabadiima,Hamugyi,1036,1118,92.7,2154
Kagadi,Buyaga,Kyakabadiima,Kamuyange,1116,1151,97,2267
Kagadi,Buyaga,Kyakabadiima,Kanyabebe,1484,1790,82.9,3274
Kagadi,Buyaga,Kyakabadiima,Kyakabadiima,862,941,91.6,1803
Kagadi,Buyaga,Kyanaisoke,Isunga,1975,2018,97.9,3993
Kagadi,Buyaga,Kyanaisoke,Kahunde,1365,1401,97.4,2766
Kagadi,Buyaga,Kyanaisoke,Kamuroza,3087,3100,99.6,6187
Kagadi,Buyaga,Kyanaisoke,Kyanaisoke,1175,1200,97.9,2375
Kagadi,Buyaga,Kyaterekera,Buswaka,3727,3709,100.5,7436
Kagadi,Buyaga,Kyaterekera,Kyaterekera,3398,3572,95.1,6970
Kagadi,Buyaga,Kyaterekera,Nyantonzi,1876,2027,92.6,3903
Kagadi,Buyaga,Kyaterekera,Wangeyo,2871,3102,92.6,5973
Kagadi,Buyaga,Kyenzige,Kitema,1938,2029,95.5,3967
Kagadi,Buyaga,Kyenzige,Kyenzige,2008,2228,90.1,4236
Kagadi,Buyaga,Kyenzige,Mpamba,2172,2377,91.4,4549
Kagadi,Buyaga,Kyenzige,Nyabuhikye,1683,1728,97.4,3411
Kagadi,Buyaga,Mabaale,Kaitemba,1122,1236,90.8,2358
Kagadi,Buyaga,Mabaale,Kihuura,1382,1396,99,2778
Kagadi,Buyaga,Mabaale,Kimanya,1167,1199,97.3,2366
Kagadi,Buyaga,Mabaale,Kiranzi,4367,4881,89.5,9248
Kagadi,Buyaga,Mabaale,Kitemuzi,1139,1214,93.8,2353
Kagadi,Buyaga,Mabaale,Kyamasega,1035,962,107.6,1997
Kagadi,Buyaga,Mabaale,Nyabutanzi,1552,1508,102.9,3060
Kagadi,Buyaga,Mabaale,Rwina,694,649,106.9,1343
Kagadi,Buyaga,Mpeefu,Mugyenza,3358,3610,93,6968
Kagadi,Buyaga,Mpeefu,Nyamukara,4062,4334,93.7,8396
Kagadi,Buyaga,Mpeefu,Rubirizi,4820,4917,98,9737
Kagadi,Buyaga,Mpeefu,Rwabaranga,6687,7062,94.7,13749
