District,County,Subcounty,Parish,Pop_Male,Pop_Female,Pop_Ratio,Pop_Total
Namutumba,Busiki,Nsinze,Bukonte,3493,3544,98.6,7037
Namutumba,Busiki,Nsinze,Buwongo,2303,2280,101,4583
Namutumba,Busiki,Nsinze,Nawaikona,2381,2453,97.1,4834
Namutumba,Busiki,Nsinze,Nsinze,2660,2697,98.6,5357
Napak,Bokora,Iriiri,Iriiri,5754,6664,86.3,12418
Napak,Bokora,Iriiri,Nabwal,7156,8734,81.9,15890
Napak,Bokora,Iriiri,Tepeth,6349,7640,83.1,13989
Napak,Bokora,Lokopo,Akalale,923,910,101.4,1833
Napak,Bokora,Lokopo,Apeitolim,3750,3960,94.7,7710
Napak,Bokora,Lokopo,Kayepas,1104,1434,77,2538
Napak,Bokora,Lokopo,Longalom,806,1001,80.5,1807
Napak,Bokora,Lokopo,Lorikitae,1748,2076,84.2,3824
Napak,Bokora,Lokopo,Namugit,1537,1853,82.9,3390
Napak,Bokora,Lopeei,Lokudumo,1519,1741,87.2,3260
Napak,Bokora,Lopeei,Lopeei,1813,1620,111.9,3433
Napak,Bokora,Lopeei,Nakwamoru,2984,3541,84.3,6525
Napak,Bokora,Lorengecora,Cholichol,1282,1621,79.1,2903
Napak,Bokora,Lorengecora,Kokipurat,2850,2940,96.9,5790
Napak,Bokora,Lorengecora,Lolet,726,769,94.4,1495
Napak,Bokora,Lotome,Kalokengel East,970,1201,80.8,2171
Napak,Bokora,Lotome,Kalokengel West,917,1183,77.5,2100
Napak,Bokora,Lotome,Lomuno,1013,1267,80,2280
Napak,Bokora,Lotome,Moruongor,1461,1708,85.5,3169
Napak,Bokora,Lotome,Nariamaregae,616,752,81.9,1368
Napak,Bokora,Matany,Lokali,2498,2902,86.1,5400
Napak,Bokora,Matany,Lokupoi,1347,1741,77.4,3088
Napak,Bokora,Matany,Lokuwas,3552,4245,83.7,7797
Napak,Bokora,Matany,Morulinga,1237,1571,78.7,2808
Napak,Bokora,Matany,Nakicumet,1474,1700,86.7,3174
Napak,Bokora,Napak Town Council,Kopopwa A,564,601,93.8,1165
Napak,Bokora,Napak Town Council,Kopopwa B,528,556,95,1084
Napak,Bokora,Napak Town Council,Lorengecora A,600,631,95.1,1231
Napak,Bokora,Napak Town Council,Lorengecora B,574,679,84.5,1253
Napak,Bokora,Ngoleriet,Kautakou,557,615,90.6,1172
Napak,Bokora,Ngoleriet,Lokoreto,2485,2933,84.7,5418
Napak,Bokora,Ngoleriet,Nagule-Angolol,1004,1313,76.5,2317
Napak,Bokora,Ngoleriet,Naitakwae,1497,1766,84.8,3263
Napak,Bokora,Ngoleriet,Narengemoru,341,488,69.9,829
Napak,Bokora,Ngoleriet,Nawaikorot,1982,2350,84.3,4332
Nebbi,Nebbi Municipality,Abindu Division,Abindu,1249,1172,106.6,2421
Nebbi,Nebbi Municipality,Abindu Division,Nebbi Hill,2150,2450,87.8,4600
Nebbi,Nebbi Municipality,Abindu Division,Nyacara,3419,3797,90,7216
Nebbi,Nebbi Municipality,Central Division,Central,1460,1679,87,3139
Nebbi,Nebbi Municipality,Central Division,Jukia Hill,1704,1980,86.1,3684
Nebbi,Nebbi Municipality,Central Division,Namthin,948,975,97.2,1923
Nebbi,Nebbi Municipality,Thatha Division,Forest,3004,3275,91.7,6279
Nebbi,Nebbi Municipality,Thatha Division,Namrwodho,1411,1565,90.2,2976
Nebbi,Nebbi Municipality,Thatha Division,Thatha,1369,1422,96.3,2791
Nebbi,Padyere,Akworo,Kasato,2473,2633,93.9,5106
Nebbi,Padyere,Akworo,Kituna,2335,2461,94.9,4796
Nebbi,Padyere,Akworo,Murusi,2431,2675,90.9,5106
Nebbi,Padyere,Akworo,Ondier,1624,1667,97.4,3291
Nebbi,Padyere,Akworo,Pakolo,1583,1695,93.4,3278
Nebbi,Padyere,Akworo,Rero,1822,1976,92.2,3798
Nebbi,Padyere,Atego,Dpaminya Lower,1521,1529,99.5,3050
Nebbi,Padyere,Atego,Paminya Upper,1932,2236,86.4,4168
Nebbi,Padyere,Atego,Pamora,1290,1450,89,2740
Nebbi,Padyere,Erussi,Abongo,2519,2754,91.5,5273
Nebbi,Padyere,Erussi,Pacaka,4239,4531,93.6,8770
Nebbi,Padyere,Erussi,Padolo,5043,5294,95.3,10337
Nebbi,Padyere,Erussi,Pajur,3274,3465,94.5,6739
Nebbi,Padyere,Erussi,Payera,1857,2046,90.8,3903
Nebbi,Padyere,Kucwiny,Acwera,2265,2296,98.6,4561
Nebbi,Padyere,Kucwiny,Lee,2508,2666,94.1,5174
Nebbi,Padyere,Kucwiny,Mvura,2519,2757,91.4,5276
Nebbi,Padyere,Kucwiny,Oduka,1489,1666,89.4,3155
Nebbi,Padyere,Kucwiny,Olago,2438,2614,93.3,5052
Nebbi,Padyere,Kucwiny,Ramogi,2123,2169,97.9,4292
Nebbi,Padyere,Kucwiny,Vurr,2134,2375,89.9,4509
Nebbi,Padyere,Ndhew,Abar East,2201,2485,88.6,4686
Nebbi,Padyere,Ndhew,Abar West,2598,2788,93.2,5386
Nebbi,Padyere,Ndhew,Adolo,2565,2972,86.3,5537
Nebbi,Padyere,Ndhew,Oweko,2561,2836,90.3,5397
Nebbi,Padyere,Nebbi,Jupangira,2669,2982,89.5,5651
Nebbi,Padyere,Nebbi,Kalowang,4531,4625,98,9156
Nebbi,Padyere,Nebbi,Koch,2451,2593,94.5,5044
Nebbi,Padyere,Nebbi,Pawong,2331,2429,96,4760
Nebbi,Padyere,Nyaravur,Angal Lower,1882,1935,97.3,3817
Nebbi,Padyere,Nyaravur,Angal Upper,1010,1106,91.3,2116
Nebbi,Padyere,Nyaravur,Mbaro East,2898,3234,89.6,6132
Nebbi,Padyere,Nyaravur,Mbaro West,1662,1770,93.9,3432
Nebbi,Padyere,Nyaravur,Pamora Lower,2331,2735,85.2,5066
Nebbi,Padyere,Parombo,Ossi East,1872,1962,95.4,3834
Nebbi,Padyere,Parombo,Ossi West,1341,1530,87.6,2871
Nebbi,Padyere,Parombo,Padel North,1770,1911,92.6,3681
Nebbi,Padyere,Parombo,Padel South,1014,1080,93.9,2094
Nebbi,Padyere,Parombo,Pagwata,2068,2378,87,4446
Nebbi,Padyere,Parombo,Pangere,1148,1215,94.5,2363
Nebbi,Padyere,Parombo,Parwo,5876,6187,95,12063
Nebbi,Padyere,Parombo,Pulum,1820,2002,90.9,3822
Ngora,Ngora,Kapir,Abatai,768,854,89.9,1622
Ngora,Ngora,Kapir,Agirigiroi,659,754,87.4,1413
Ngora,Ngora,Kapir,Agule,1377,1510,91.2,2887
Ngora,Ngora,Kapir,Ajeelo,574,679,84.5,1253
Ngora,Ngora,Kapir,Ajesa,705,769,91.7,1474
Ngora,Ngora,Kapir,Ajuket,646,692,93.4,1338
Ngora,Ngora,Kapir,Akarukei,1025,1114,92,2139
Ngora,Ngora,Kapir,Akisim,481,560,85.9,1041
Ngora,Ngora,Kapir,Atapar,1299,1334,97.4,2633
Ngora,Ngora,Kapir,Kapir,1977,2113,93.6,4090
Ngora,Ngora,Kapir,Kokong,864,1009,85.6,1873
Ngora,Ngora,Kapir,Koloin,1053,1103,95.5,2156
Ngora,Ngora,Kapir,Oluwa,618,728,84.9,1346
Ngora,Ngora,Kapir,Omiito,1028,1118,91.9,2146
Ngora,Ngora,Kapir,Omuriana,933,1065,87.6,1998
Ngora,Ngora,Kapir,Orisai,840,959,87.6,1799
Ngora,Ngora,Kobwin,Aciisa,872,975,89.4,1847
Ngora,Ngora,Kobwin,Agule,799,812,98.4,1611
Ngora,Ngora,Kobwin,Akarukei,698,846,82.5,1544
Ngora,Ngora,Kobwin,Atoot,881,931,94.6,1812
Ngora,Ngora,Kobwin,Kaderun,1092,1215,89.9,2307
Ngora,Ngora,Kobwin,Kadok,900,996,90.4,1896
Ngora,Ngora,Kobwin,Kalengo,644,704,91.5,1348
Ngora,Ngora,Kobwin,Kobwin,761,819,92.9,1580
Ngora,Ngora,Kobwin,Kococwa,663,666,99.5,1329
Ngora,Ngora,Kobwin,Kodike,1091,1104,98.8,2195
Ngora,Ngora,Kobwin,Koile,712,772,92.2,1484
Ngora,Ngora,Kobwin,Ojukai,928,984,94.3,1912
Ngora,Ngora,Kobwin,Okapel,1159,1229,94.3,2388
Ngora,Ngora,Kobwin,Olukangor,962,977,98.5,1939
Ngora,Ngora,Kobwin,Omoo,814,876,92.9,1690
Ngora,Ngora,Kobwin,Opot,623,648,96.1,1271
Ngora,Ngora,Kobwin,Oswara,950,1030,92.2,1980
Ngora,Ngora,Kobwin,Pokor,510,526,97,1036
Ngora,Ngora,Kobwin,Tilling,1070,1118,95.7,2188
Ngora,Ngora,Mukura,Adul,1131,1211,93.4,2342
Ngora,Ngora,Mukura,Agogomit,897,963,93.1,1860
Ngora,Ngora,Mukura,Ajeluk,911,962,94.7,1873
Ngora,Ngora,Mukura,Akeit,1155,1227,94.1,2382
Ngora,Ngora,Mukura,Akubui,1508,1643,91.8,3151
Ngora,Ngora,Mukura,Ariet,1327,1425,93.1,2752
Ngora,Ngora,Mukura,Kaler,705,686,102.8,1391
Ngora,Ngora,Mukura,Kamodokima,1047,1143,91.6,2190
Ngora,Ngora,Mukura,Kees,805,860,93.6,1665
Ngora,Ngora,Mukura,Kokodu,1500,1665,90.1,3165
Ngora,Ngora,Mukura,Kumel,761,874,87.1,1635
Ngora,Ngora,Mukura,Madoch,1118,1115,100.3,2233
Ngora,Ngora,Mukura,Morukakise,936,1013,92.4,1949
Ngora,Ngora,Mukura,Mukura,968,1007,96.1,1975
Ngora,Ngora,Mukura,Okunguro,1469,1554,94.5,3023
Ngora,Ngora,Ngora Town Council,Eastern,2816,2925,96.3,5741
Ngora,Ngora,Ngora Town Council,Northern,1564,1857,84.2,3421
Ngora,Ngora,Ngora Town Council,Southern,1765,1850,95.4,3615
Ngora,Ngora,Ngora Town Council,Western,1208,1163,103.9,2371
Ngora,Ngora,Ngora,Agu,619,646,95.8,1265
Ngora,Ngora,Ngora,Angod,743,841,88.3,1584
Ngora,Ngora,Ngora,Apama,977,992,98.5,1969
Ngora,Ngora,Ngora,Kalengo,2331,2481,94,4812
Ngora,Ngora,Ngora,Kopege,1719,1740,98.8,3459
Ngora,Ngora,Ngora,Ngora,1342,1412,95,2754
Ngora,Ngora,Ngora,Nyamongo,996,1148,86.8,2144
Ngora,Ngora,Ngora,Odwarat,1152,1217,94.7,2369
Ngora,Ngora,Ngora,Omaditok,1590,1771,89.8,3361
Ngora,Ngora,Ngora,Oteteen,955,1025,93.2,1980
Ngora,Ngora,Ngora,Tididiek,1423,1500,94.9,2923
Ntoroko,Ntoroko,Butungama,Budiba,1036,1026,101,2062
Ntoroko,Ntoroko,Butungama,Butungama,635,588,108,1223
Ntoroko,Ntoroko,Butungama,Kasungu,979,901,108.7,1880
Ntoroko,Ntoroko,Butungama,Kyabukunguru,757,719,105.3,1476
Ntoroko,Ntoroko,Butungama,Masaka,946,866,109.2,1812
Ntoroko,Ntoroko,Butungama,Nyakasenyi,802,733,109.4,1535
Ntoroko,Ntoroko,Bweramule,Bugando,563,510,110.4,1073
Ntoroko,Ntoroko,Bweramule,Bweramule,543,511,106.3,1054
Ntoroko,Ntoroko,Bweramule,Haibale,786,772,101.8,1558
Ntoroko,Ntoroko,Bweramule,Rukoora,301,366,82.2,667
Ntoroko,Ntoroko,Bweramule,Rwamabale,943,967,97.5,1910
Ntoroko,Ntoroko,Kanara Town Council,Kanara,851,691,123.2,1542
Ntoroko,Ntoroko,Kanara Town Council,Kanyansi,777,698,111.3,1475
Ntoroko,Ntoroko,Kanara Town Council,Ntoroko,1333,1397,95.4,2730
Ntoroko,Ntoroko,Kanara Town Council,Transami,1125,1116,100.8,2241
Ntoroko,Ntoroko,Kanara,Kajweka,376,339,110.9,715
Ntoroko,Ntoroko,Kanara,Kamuga,981,791,124,1772
Ntoroko,Ntoroko,Kanara,Katanga,856,825,103.8,1681
Ntoroko,Ntoroko,Kanara,Kimara,572,501,114.2,1073
Ntoroko,Ntoroko,Kanara,Renyana,559,475,117.7,1034
Ntoroko,Ntoroko,Kanara,Rwangara,889,798,111.4,1687
Ntoroko,Ntoroko,Karugutu Town Council,Ibanda,895,910,98.4,1805
Ntoroko,Ntoroko,Karugutu Town Council,Kacwamba,694,722,96.1,1416
Ntoroko,Ntoroko,Karugutu Town Council,Kaghorwe,684,739,92.6,1423
Ntoroko,Ntoroko,Karugutu Town Council,Karugutu,1423,1491,95.4,2914
Ntoroko,Ntoroko,Karugutu Town Council,Nyabuhuru,1497,1428,104.8,2925
Ntoroko,Ntoroko,Karugutu,Busayiro,1343,1303,103.1,2646
Ntoroko,Ntoroko,Karugutu,Itojo,774,699,110.7,1473
Ntoroko,Ntoroko,Karugutu,Nyabikungu,403,461,87.4,864
Ntoroko,Ntoroko,Karugutu,Nyambigha,652,617,105.7,1269
Ntoroko,Ntoroko,Kibuuku Town Council,Kibuuku East,377,341,110.6,718
Ntoroko,Ntoroko,Kibuuku Town Council,Kibuuku North,293,251,116.7,544
Ntoroko,Ntoroko,Kibuuku Town Council,Kibuuku South,243,238,102.1,481
Ntoroko,Ntoroko,Kibuuku Town Council,Kibuuku West,224,207,108.2,431
Ntoroko,Ntoroko,Nombe,Kyabandara,847,885,95.7,1732
Ntoroko,Ntoroko,Nombe,Musandama,797,801,99.5,1598
Ntoroko,Ntoroko,Nombe,Nombe,1572,1601,98.2,3173
Ntoroko,Ntoroko,Nombe,Nyakatoke,833,880,94.7,1713
Ntoroko,Ntoroko,Rwebisengo Town Council,Rwebisengo East,332,364,91.2,696
Ntoroko,Ntoroko,Rwebisengo Town Council,Rwebisengo North,429,450,95.3,879
Ntoroko,Ntoroko,Rwebisengo Town Council,Rwebisengo South,392,502,78.1,894
Ntoroko,Ntoroko,Rwebisengo Town Council,Rwebisengo West,361,314,115,675
Ntoroko,Ntoroko,Rwebisengo,Harukoba,403,370,108.9,773
Ntoroko,Ntoroko,Rwebisengo,Kiranga,726,598,121.4,1324
Ntoroko,Ntoroko,Rwebisengo,Majumba,415,440,94.3,855
Ntoroko,Ntoroko,Rwebisengo,Makondo,650,575,113,1225
Ntoroko,Ntoroko,Rwebisengo,Mukimba,169,190,88.9,359
Ntungamo,Kajara,Bwongyera,Iterero,1866,2120,88,3986
Ntungamo,Kajara,Bwongyera,Kakiika,1187,1370,86.6,2557
Ntungamo,Kajara,Bwongyera,Katomi,1967,2609,75.4,4576
Ntungamo,Kajara,Bwongyera,Kitojo,1983,2356,84.2,4339
Ntungamo,Kajara,Bwongyera,Kyabashenyi,2126,2334,91.1,4460
Ntungamo,Kajara,Bwongyera,Kyaruhuga,1769,1951,90.7,3720
Ntungamo,Kajara,Bwongyera,Nyabubare,1533,1788,85.7,3321
Ntungamo,Kajara,Bwongyera,Nyamunuka Town Board,1322,1491,88.7,2813
Ntungamo,Kajara,Bwongyera,Rwanda,2339,2774,84.3,5113
Ntungamo,Kajara,Ihunga,Butanda,2537,2944,86.2,5481
Ntungamo,Kajara,Ihunga,Kitondo,2704,3170,85.3,5874
Ntungamo,Kajara,Ihunga,Nyakibigi,1814,2120,85.6,3934
Ntungamo,Kajara,Kagarama Town Council,Kagamba,1933,2135,90.5,4068
Ntungamo,Kajara,Kagarama Town Council,Rutunguru,3230,3576,90.3,6806
Ntungamo,Kajara,Kibatsi,Ibaare,2222,2530,87.8,4752
Ntungamo,Kajara,Kibatsi,Kibaruko,2659,3040,87.5,5699
Ntungamo,Kajara,Kibatsi,Nyamugoye,1299,1553,83.6,2852
Ntungamo,Kajara,Kibatsi,Rukarango,1465,1732,84.6,3197
Ntungamo,Kajara,Kibatsi,Rukoni,1333,1636,81.5,2969
Ntungamo,Kajara,Nyabihoko,Kanyampumo,1446,1534,94.3,2980
Ntungamo,Kajara,Nyabihoko,Kinoni,1905,2078,91.7,3983
Ntungamo,Kajara,Nyabihoko,Kiyaga,1090,1098,99.3,2188
Ntungamo,Kajara,Nyabihoko,Nkongooro,2216,2330,95.1,4546
Ntungamo,Kajara,Nyabihoko,Nyabushenyi,2304,2369,97.3,4673
Ntungamo,Kajara,Nyabihoko,Rukanga,1731,1904,90.9,3635
Ntungamo,Kajara,Rwashamaire Town Council,Central,1114,1323,84.2,2437
Ntungamo,Kajara,Rwashamaire Town Council,Kakiika,582,688,84.6,1270
Ntungamo,Kajara,Rwashamaire Town Council,Kimwani,686,792,86.6,1478
Ntungamo,Kajara,Rwashamaire Town Council,Western,1232,1291,95.4,2523
Ntungamo,Ntungamo Municipality,Central Division,Central,1483,1457,101.8,2940
Ntungamo,Ntungamo Municipality,Central Division,Kikoni,2425,2373,102.2,4798
Ntungamo,Ntungamo Municipality,Eastern Division,Kyamate,2168,2033,106.6,4201
Ntungamo,Ntungamo Municipality,Eastern Division,Park,769,778,98.8,1547
Ntungamo,Ntungamo Municipality,Western Division,Kahunga,1729,1581,109.4,3310
Ntungamo,Ntungamo Municipality,Western Division,Muko,986,937,105.2,1923
Ntungamo,Ruhaama,Itojo,Buhanama,2498,2717,91.9,5215
Ntungamo,Ruhaama,Itojo,Itojo,3391,3665,92.5,7056
Ntungamo,Ruhaama,Itojo,Nyongozi,2848,2868,99.3,5716
Ntungamo,Ruhaama,Itojo,Ruhanga,2101,2187,96.1,4288
Ntungamo,Ruhaama,Kitwe Town Council,Bakihareire,1348,1515,89,2863
Ntungamo,Ruhaama,Kitwe Town Council,Central,2249,2317,97.1,4566
Ntungamo,Ruhaama,Kitwe Town Council,Kabimbiri,1660,1936,85.7,3596
Ntungamo,Ruhaama,Kitwe Town Council,Kabobo,688,818,84.1,1506
Ntungamo,Ruhaama,Kitwe Town Council,Nshenyi,1093,1041,105,2134
Ntungamo,Ruhaama,Kitwe Town Council,Omukibaare,1585,1789,88.6,3374
Ntungamo,Ruhaama,Ntungamo,Butare,2366,2625,90.1,4991
Ntungamo,Ruhaama,Ntungamo,Kahunga,1923,1948,98.7,3871
Ntungamo,Ruhaama,Ntungamo,Kikoni,1530,1689,90.6,3219
Ntungamo,Ruhaama,Ntungamo,Kizaara,1613,1704,94.7,3317
Ntungamo,Ruhaama,Ntungamo,Nyaburiza,2908,3110,93.5,6018
Ntungamo,Ruhaama,Ntungamo,Nyarubaare,2975,3199,93,6174
Ntungamo,Ruhaama,Ntungamo,Ruhoko,1691,1888,89.6,3579
Ntungamo,Ruhaama,Nyakyera,Kagorora,3049,3360,90.7,6409
Ntungamo,Ruhaama,Nyakyera,Kataraaka,1627,1676,97.1,3303
Ntungamo,Ruhaama,Nyakyera,Kibingo,3408,3931,86.7,7339
Ntungamo,Ruhaama,Nyakyera,Kiyoora,2217,2402,92.3,4619
Ntungamo,Ruhaama,Nyakyera,Kiziba,3249,3678,88.3,6927
Ntungamo,Ruhaama,Nyakyera,Ngoma,1746,1961,89,3707
Ntungamo,Ruhaama,Nyakyera,Ngomba,2949,3166,93.1,6115
Ntungamo,Ruhaama,Ruhaama,Kafunjo,3576,3908,91.5,7484
Ntungamo,Ruhaama,Ruhaama,Katojo,1860,1937,96,3797
Ntungamo,Ruhaama,Ruhaama,Kishami,5237,5892,88.9,11129
Ntungamo,Ruhaama,Ruhaama,Kyarwehunde,2932,3285,89.3,6217
Ntungamo,Ruhaama,Ruhaama,Ruhaama,3313,3450,96,6763
Ntungamo,Ruhaama,Ruhaama,Rwamwire,1675,1888,88.7,3563
Ntungamo,Ruhaama,Ruhaama,Rwengoma,1857,2075,89.5,3932
Ntungamo,Ruhaama,Rukoni East,Kihanga,2702,2885,93.7,5587
Ntungamo,Ruhaama,Rukoni East,Kirungu,1130,1172,96.4,2302
Ntungamo,Ruhaama,Rukoni East,Kitojo,1113,1204,92.4,2317
Ntungamo,Ruhaama,Rukoni East,Kyamwasha,3544,3924,90.3,7468
Ntungamo,Ruhaama,Rukoni East,Rwoho,2894,3034,95.4,5928
Ntungamo,Ruhaama,Rukoni West,Nyakabare,3130,3586,87.3,6716
Ntungamo,Ruhaama,Rukoni West,Rukoni,4880,5262,92.7,10142
Ntungamo,Ruhaama,Rweikiniro,Kabungo,4290,4660,92.1,8950
Ntungamo,Ruhaama,Rweikiniro,Kayenje,3053,3284,93,6337
Ntungamo,Ruhaama,Rweikiniro,Kitashekwa,2662,2878,92.5,5540
Ntungamo,Ruhaama,Rweikiniro,Murambi,5017,5549,90.4,10566
Ntungamo,Ruhaama,Rweikiniro,Rushebeya,2539,2719,93.4,5258
Ntungamo,Rushenyi,Kayonza,Kabasheshe,1442,1531,94.2,2973
Ntungamo,Rushenyi,Kayonza,Kaina,3405,3460,98.4,6865
Ntungamo,Rushenyi,Kayonza,Katooma,2734,2855,95.8,5589
Ntungamo,Rushenyi,Kayonza,Kijubwe,1590,1803,88.2,3393
Ntungamo,Rushenyi,Kayonza,Kyobwe,2347,2632,89.2,4979
Ntungamo,Rushenyi,Kayonza,Ruhega,1899,1918,99,3817
Ntungamo,Rushenyi,Ngoma,Kashenyi,2108,1963,107.4,4071
Ntungamo,Rushenyi,Ngoma,Kiyanja,2290,2391,95.8,4681
Ntungamo,Rushenyi,Ngoma,Kizinga,2284,2388,95.6,4672
Ntungamo,Rushenyi,Ngoma,Mugyera,2348,2395,98,4743
Ntungamo,Rushenyi,Ngoma,Mukoni,997,941,106,1938
Ntungamo,Rushenyi,Ngoma,Nyakariro,1738,1578,110.1,3316
Ntungamo,Rushenyi,Ngoma,Ruhara,2010,2051,98,4061
Ntungamo,Rushenyi,Rubaare Town Council,Akatojo,1138,1144,99.5,2282
Ntungamo,Rushenyi,Rubaare Town Council,Kagango,2668,2900,92,5568
Ntungamo,Rushenyi,Rubaare Town Council,Kyabukuju,1326,1364,97.2,2690
Ntungamo,Rushenyi,Rubaare Town Council,Rwemiriro,1367,1425,95.9,2792
Ntungamo,Rushenyi,Rubaare,Kagugu,2201,2390,92.1,4591
Ntungamo,Rushenyi,Rubaare,Mutojo,775,812,95.4,1587
Ntungamo,Rushenyi,Rubaare,Nyanga,2854,3097,92.2,5951
Ntungamo,Rushenyi,Rubaare,Nyarwanya,2682,2878,93.2,5560
Ntungamo,Rushenyi,Rubaare,Omungyenyi,2001,1980,101.1,3981
Ntungamo,Rushenyi,Rubaare,Rukiiri,1888,1856,101.7,3744
Ntungamo,Rushenyi,Rugarama,Kagongi,2532,2767,91.5,5299
Ntungamo,Rushenyi,Rugarama,Kakanena,3457,3636,95.1,7093
Ntungamo,Rushenyi,Rugarama,Katungamo,1636,1818,90,3454
Ntungamo,Rushenyi,Rugarama,Kyafoora,1665,1564,106.5,3229
Ntungamo,Rushenyi,Rugarama,Ngomba,2572,2792,92.1,5364
Ntungamo,Rushenyi,Rugarama,Nyakabungo,3245,3466,93.6,6711
Nwoya,Nwoya,Alero,Alero Kal,4188,4374,95.7,8562
Nwoya,Nwoya,Alero,Bwobonam,2431,2540,95.7,4971
Nwoya,Nwoya,Alero,Paibwor,3891,3907,99.6,7798
Nwoya,Nwoya,Alero,Pangur,2899,2969,97.6,5868
Nwoya,Nwoya,Alero,Panokrach,4652,4592,101.3,9244
Nwoya,Nwoya,Alero,Panyabono,2646,2720,97.3,5366
Nwoya,Nwoya,Anaka Payira,Pabali,1083,1107,97.8,2190
Nwoya,Nwoya,Anaka Payira,Pangora,318,376,84.6,694
Nwoya,Nwoya,Anaka Payira,Todora,2064,2248,91.8,4312
Nwoya,Nwoya,Anaka Payira,Ywaya,1919,2038,94.2,3957
Nwoya,Nwoya,Anaka Town Council,Akago,869,866,100.3,1735
Nwoya,Nwoya,Anaka Town Council,Ceke,2456,2613,94,5069
Nwoya,Nwoya,Anaka Town Council,Labyei,1143,1296,88.2,2439
Nwoya,Nwoya,Anaka Town Council,Ogom,2068,2281,90.7,4349
Nwoya,Nwoya,Koch-Goma,Agonga,2123,2224,95.5,4347
Nwoya,Nwoya,Koch-Goma,Amar,2015,2104,95.8,4119
Nwoya,Nwoya,Koch-Goma,Coorom,2413,2528,95.5,4941
Nwoya,Nwoya,Koch-Goma,Goma Kal,3512,3494,100.5,7006
Nwoya,Nwoya,Koch-Goma,Lii,3665,3854,95.1,7519
Nwoya,Nwoya,Koch-Goma,Orum,3672,3870,94.9,7542
Nwoya,Nwoya,Purongo,Latoro,6782,6057,112,12839
Nwoya,Nwoya,Purongo,Pabit,2496,2492,100.2,4988
Nwoya,Nwoya,Purongo,Paromo,1806,1985,91,3791
Nwoya,Nwoya,Purongo,Patira,1354,1493,90.7,2847
Nwoya,Nwoya,Purongo,Pawatomero,3504,3509,99.9,7013
Omoro,Omoro,Bobi,Paidongo,2665,2789,95.6,5454
Omoro,Omoro,Bobi,Paidwe,4222,4441,95.1,8663
Omoro,Omoro,Bobi,Palenga,2187,2385,91.7,4572
Omoro,Omoro,Bobi,Palwo,2634,2754,95.6,5388
Omoro,Omoro,Bobi,Patek,2352,2483,94.7,4835
Omoro,Omoro,Koro,Acoyo,1224,1217,100.6,2441
Omoro,Omoro,Koro,Ibakara,1262,1331,94.8,2593
Omoro,Omoro,Koro,Labwoc,2719,2957,92,5676
Omoro,Omoro,Koro,Lapainat East,2800,2993,93.6,5793
Omoro,Omoro,Koro,Lapainat West,2886,2936,98.3,5822
Omoro,Omoro,Koro,Pageya,3087,3199,96.5,6286
Omoro,Omoro,Lakwana,Lanenober,829,891,93,1720
Omoro,Omoro,Lakwana,Lujorongole,2648,2847,93,5495
Omoro,Omoro,Lakwana,Parak,2724,2641,103.1,5365
Omoro,Omoro,Lalogi,Idobo,3354,3284,102.1,6638
Omoro,Omoro,Lalogi,Jaka,2062,2157,95.6,4219
Omoro,Omoro,Lalogi,Lukwir,3077,3152,97.6,6229
Omoro,Omoro,Odek,Binya,4933,5189,95.1,10122
Omoro,Omoro,Odek,Lamola,4542,4572,99.3,9114
Omoro,Omoro,Odek,Lukwor,3180,3210,99.1,6390
Omoro,Omoro,Odek,Palaro,2886,2910,99.2,5796
Omoro,Omoro,Omoro Town Council,Gem,4001,4273,93.6,8274
Omoro,Omoro,Omoro Town Council,Parwech,2157,2227,96.9,4384
Omoro,Omoro,Omoro Town Council,Te-Got,3088,3206,96.3,6294
Omoro,Omoro,Ongako,Abwoch,1953,1976,98.8,3929
Omoro,Omoro,Ongako,Alokolum,2636,2850,92.5,5486
Omoro,Omoro,Ongako,Kal,2338,2588,90.3,4926
Omoro,Omoro,Ongako,Onyona,2567,2617,98.1,5184
Omoro,Omoro,Ongako,Patuda,1824,1820,100.2,3644
Otuke,Otuke,Adwari,Adyerakonya,853,839,101.7,1692
Otuke,Otuke,Adwari,Okee,715,760,94.1,1475
Otuke,Otuke,Adwari,Okere,1514,1558,97.2,3072
Otuke,Otuke,Adwari,Olarokwon,1908,2046,93.3,3954
Otuke,Otuke,Alango,Agweng,2171,2300,94.4,4471
Otuke,Otuke,Alango,Alango,996,1090,91.4,2086
Otuke,Otuke,Alango,Amintenyo,1165,1378,84.5,2543
Otuke,Otuke,Alango,Omito,1627,1683,96.7,3310
Otuke,Otuke,Ogor,Anyalima,1964,2036,96.5,4000
Otuke,Otuke,Ogor,Atangwata,1612,1640,98.3,3252
Otuke,Otuke,Ogor,Oluro,1701,1712,99.4,3413
Otuke,Otuke,Ogor,Omwonylee,1878,1845,101.8,3723
Otuke,Otuke,Ogwette,Acanpii,1375,1346,102.2,2721
Otuke,Otuke,Ogwette,Ajur,946,1033,91.6,1979
Otuke,Otuke,Ogwette,Alir,1386,1398,99.1,2784
Otuke,Otuke,Ogwette,Amunga,1048,1111,94.3,2159
Otuke,Otuke,Ogwette,Atira,1957,1940,100.9,3897
Otuke,Otuke,Ogwette,Ogwette,882,875,100.8,1757
Otuke,Otuke,Okwang,Abongower,1335,1416,94.3,2751
Otuke,Otuke,Okwang,Amoyai,1180,1243,94.9,2423
